usage_id,object_id,entity_type,entity_id,usage_type,field_name,sort_order,is_primary,metadata
bc5181ab-c4cd-5a77-a685-153037f4b7c4,fa6ccbfe-6deb-56a9-bc9a-ec3019ae779a,chemistry_element,3,model,bohr_model_3d,0,true,"{""symbol"":""li""}"
46f5c725-d8fd-5a0b-962e-97e7ddb81834,ce7afcbe-0c87-547c-88fb-8364489a0c6f,chemistry_element,3,image,sample,1,true,"{""symbol"":""li"",""title"":""0,5 грамма лития в атмосфере аргона. Исходный размер самого большого куска в см: 0,3 х 4."",""attribution"":""Изображения химических элементов в высоком разрешении, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/lithium.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
d552c882-c084-5e83-80cc-8fa3acbdbce7,721450be-f146-53ec-8fad-85871d208070,chemistry_element,4,image,bohr_model,0,true,"{""symbol"":""be""}"
102b662e-b93e-5603-a024-0d3a851fa23a,8a427b2b-f6f3-5774-9e5c-2d7fcdc0521d,chemistry_element,4,image,spectral,0,true,"{""symbol"":""be""}"
123f3d2f-c15d-5514-b6d3-d52874c74117,bed9fa9b-3398-5838-b274-25b95ecaec3b,chemistry_element,4,model,bohr_model_3d,0,true,"{""symbol"":""be""}"
b837f0e1-b84d-544e-853d-833e2bf2bfd4,033a2146-cebc-5480-aa3a-408f5181867f,chemistry_element,4,image,sample,1,true,"{""symbol"":""be"",""title"":""Шарик из чистого бериллия, 2,5 грамма. Оригинальный размер в см: 1 х 1,5."",""attribution"":""Изображения химических элементов в высоком разрешении, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/beryllium.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
b18f3317-1f61-51fc-a911-ca13d1c37c7a,79026a95-fcc8-5b10-a8fc-5487ceff0b79,chemistry_element,5,image,bohr_model,0,true,"{""symbol"":""b""}"
220986bc-3eb5-532a-84e6-f7e1722a8775,deb98182-621b-59b4-bed3-528ef3eb120d,chemistry_element,5,image,spectral,0,true,"{""symbol"":""b""}"
c2b519e9-c202-5876-9039-a40f5886dcd9,629cf0bb-318c-5e9f-b683-0cc32a0a002a,chemistry_element,5,model,bohr_model_3d,0,true,"{""symbol"":""b""}"
a18e7d70-b902-5d6c-81ec-1508a4ac5444,28531840-e1ba-5976-8a58-a3f287b677b8,chemistry_element,5,image,sample,1,true,"{""symbol"":""b"",""title"":""Чистый кристаллический бор, лицевая и оборотная стороны. Оригинальный размер в см: 2 х 3"",""attribution"":""Юрий, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/boron.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
2ddc9558-b171-5468-ae73-2399c6b37d9e,1ee0c327-48c4-5511-9ce2-2b3a7ee19f9b,chemistry_element,6,image,bohr_model,0,true,"{""symbol"":""c""}"
807aee44-d896-5e28-9806-eadf165ba744,307ce626-907f-5c85-a583-385d7f815ab6,chemistry_element,6,image,spectral,0,true,"{""symbol"":""c""}"
b27911ac-7048-568c-8da1-f4e38130f17f,23818678-484a-5fd4-97de-bb6193f314d4,chemistry_element,6,model,bohr_model_3d,0,true,"{""symbol"":""c""}"
7143d7ce-19e5-5290-a28f-d8a1d3ce5368,501ab2a2-defb-5d88-8c47-12c2c6df5922,chemistry_element,6,image,sample,1,true,"{""symbol"":""c"",""title"":""Элемент 6 – Углерод"",""attribution"":""Техас Лейн, через Wikimedia Commons."",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""license"":""CC BY-SA 4.0""}"
db91a257-4921-58c3-92cc-f83d6a0d27fe,25cede97-b4dc-5102-8df8-6377c007f9ed,chemistry_element,7,image,bohr_model,0,true,"{""symbol"":""n""}"
0b0aa34e-2ada-57c0-a342-c6e841c5f74b,ff6d2bab-cb0c-57bd-8c6d-b654e7fb33e8,chemistry_element,7,image,spectral,0,true,"{""symbol"":""n""}"
f2dea91d-cca7-5d83-8131-6a8e61336d40,9ed03331-8e1e-5151-ac34-6e2168e98ca7,chemistry_element,7,model,bohr_model_3d,0,true,"{""symbol"":""n""}"
0f7e68b8-d6fa-5567-92d3-261287fb09c5,f3014212-be8d-540a-b35a-4433cc93eba6,chemistry_element,7,image,sample,1,true,"{""symbol"":""n"",""title"":""Флакон со светящимся сверхчистым азотом, N2. Оригинальный размер в см: 1 х 5"",""attribution"":""Юрий, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/nitrogen.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
1e8b887b-3b3d-5b32-885f-c5d7746ad221,5e3ee84d-d336-57f3-9331-4eae544c686e,chemistry_element,8,image,bohr_model,0,true,"{""symbol"":""o""}"
e211139a-7a76-5c94-a958-a8b46ed3bfe3,d3a2f620-2ac6-5e62-a239-8ae739e349a8,chemistry_element,8,image,spectral,0,true,"{""symbol"":""o""}"
c2044381-93c6-5444-a525-ee49c23768b1,e0b606b8-394f-54d4-be27-be7da8dab70e,chemistry_element,8,model,bohr_model_3d,0,true,"{""symbol"":""o""}"
a4849fd0-f029-5244-b4db-7d673dba35f5,415c655a-8f01-595e-ad3c-2a4dd2afa50d,chemistry_element,8,image,sample,1,true,"{""symbol"":""o"",""title"":""Флакон с раскаленным сверхчистым кислородом (O2). Оригинальный размер в см: 1 x 5"",""author"":""Юрий"",""attribution"":""через Wikimedia Commons"",""source_url"":""http://images-of-elements.com/oxygen.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
66062da3-bfec-5424-a04e-7b3082e0acb9,96858e21-80e9-589f-8aae-69b5f7dda969,chemistry_element,8,image,sample,2,false,"{""symbol"":""o"",""title"":""Кислород в твёрдом состоянии, имеющий светло-синий оттенок."",""author"":""Штаб-сержант Ника Гловер, ВВС США."",""attribution"":""Штаб-сержант ВВС США Дастин Волпи, руководитель отдела распределения топлива 354-й эскадрильи материально-технического обеспечения, проверяет чистоту жидкого кислорода 20 марта 2012 года на авиабазе Эйлсон, Аляска. Качественный жидкий кислород используется для обеспечения кислородом пилотов и экипажей на высотах более 10 000 футов."",""source_url"":""https://www.eielson.af.mil/News/Photos/igphoto/2000167301/"",""license"":""Общественное достояние""}"
330ec899-258c-5192-800c-7a928154552f,bfa35f4f-49bb-52c9-8908-0a4c5cf0053d,chemistry_element,8,image,sample,3,false,"{""symbol"":""o"",""title"":""Жидкий кислород в стакане."",""author"":""Штаб-сержант Ника Гловер, ВВС США."",""source_url"":""http://www.afcent.af.mil/Units/455thAirExpeditionaryWing/Photos/tabid/5491/igphoto/2000316697/Default.aspx""}"
f2c51d8e-ff4f-5922-8bbc-f9a1a19f5495,da3e9050-5249-55bd-9cef-01188e7923e6,chemistry_element,9,image,bohr_model,0,true,"{""symbol"":""f""}"
2a4274ad-0498-59da-9d74-e92a21b13663,99417a7c-b6d6-5566-bf4c-b3b61ce83cc6,chemistry_element,9,image,spectral,0,true,"{""symbol"":""f""}"
b8bf5c49-42fe-5803-a159-55f1c0301315,b63eace2-a8d2-5842-99b3-794b6eafb90c,chemistry_element,9,model,bohr_model_3d,0,true,"{""symbol"":""f""}"
a694bb39-ef5d-500e-94ac-4ba2e5ee9d08,ab97acb1-25da-5c91-8f30-28173b546d74,chemistry_element,9,image,sample,1,true,"{""symbol"":""f"",""title"":""Жидкий фтор при -196°C"",""attribution"":""Fulvio314, через Wikimedia Commons."",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""license"":""CC BY-SA 3.0""}"
ae5c5efa-fc36-55c3-94af-a66fd3e91e94,e612881d-483a-5750-b970-5dfc223e0054,chemistry_element,10,image,bohr_model,0,true,"{""symbol"":""ne""}"
e8e9df63-051d-5b7b-9277-3e80df3de638,04152a68-259d-5a53-b5a4-4089856b50b6,chemistry_element,10,image,spectral,0,true,"{""symbol"":""ne""}"
cd2b2bf2-732e-57e8-98de-e968beb2ddce,c25db2b0-d593-59e4-b3d5-136a5952a0c4,chemistry_element,10,model,bohr_model_3d,0,true,"{""symbol"":""ne""}"
c3b47663-4036-5a34-a0ba-dc5a9097bd5a,8caaeca3-2d9f-5cf9-abb2-0848727e5da1,chemistry_element,10,image,sample,1,true,"{""symbol"":""ne"",""title"":""Флакон светящегося сверхчистого неона. Оригинальный размер в см: 1 х 5"",""attribution"":""Юрий, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/neon.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
1625c7ed-37a4-5008-99be-d55774e73a24,968c85b6-a57c-5a9d-9100-934de5d40391,chemistry_element,11,image,bohr_model,0,true,"{""symbol"":""na""}"
e0c836f0-3ab0-525d-8fa0-eea7e23403c8,a19f751a-c4d2-54ca-9fb6-b465d39349e0,chemistry_element,11,image,spectral,0,true,"{""symbol"":""na""}"
8c4fcb6c-3f86-5046-91dd-00fde519222e,97474ff4-ebf3-5c99-9a1a-72ef202d52df,chemistry_element,11,model,bohr_model_3d,0,true,"{""symbol"":""na""}"
e969e566-11ee-5e9c-b836-9bbd31c2a952,8b37177c-ad66-5d96-8d6b-aa4e6af23356,chemistry_element,11,image,sample,1,true,"{""symbol"":""na"",""title"":""Металлический натрий (Na) из коллекции Денниса С.К. Фотография сделана им самим"",""attribution"":""Первоначальным загрузчиком был Dnn87 из английской Википедии., через Wikimedia Commons."",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""license"":""CC BY-SA 3.0""}"
505bb303-13a3-5e13-b9c4-4ef1509c76f8,b8acaa92-e1ac-53c9-9ee4-4e1f6b6181d7,chemistry_element,12,image,bohr_model,0,true,"{""symbol"":""mg""}"
dda66fae-e9c3-5196-921d-b8b948c475e0,45d1058f-7a85-5b56-b8b0-f453f7a6b8f9,chemistry_element,12,image,spectral,0,true,"{""symbol"":""mg""}"
73ad4b8c-73a7-56d7-8610-b39433572048,a95cd8ce-4566-5b07-af24-69f271c367ca,chemistry_element,12,model,bohr_model_3d,0,true,"{""symbol"":""mg""}"
1bdba7b9-caf3-533a-99af-871c9878b860,5824334f-353c-5e97-80a6-33e61910452c,chemistry_element,12,image,sample,1,true,"{""symbol"":""mg"",""title"":""Кристаллы магния"",""attribution"":""Варут Рунгутай, через Wikimedia Commons."",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""license"":""CC BY-SA 3.0""}"
ee3717ed-3557-507f-afd8-d2fe8501b332,2824811c-6eb4-51ae-acbc-5052241d982a,chemistry_element,13,image,bohr_model,0,true,"{""symbol"":""al""}"
f72d7d96-8d94-5fe1-be5e-5e534ab8e52d,a7d49d7d-b5a2-54bc-8036-87cfbcf6d8f9,chemistry_element,13,image,spectral,0,true,"{""symbol"":""al""}"
7f2fc049-abfe-51c7-8fee-c33118c56557,c117d6c6-80c1-5c28-83c9-4e2e5d633ced,chemistry_element,13,model,bohr_model_3d,0,true,"{""symbol"":""al""}"
fb8a152c-4a41-5dce-814c-2fd2a7448825,967b826d-44d7-5fc3-bbc0-6cd487fcc3c2,chemistry_element,13,image,sample,1,true,"{""symbol"":""al"",""title"":""Чистая алюминиевая фольга. Оригинальный размер в см: 5 х 5"",""attribution"":""Юрий, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/aluminium.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
d82b1d0f-cee9-5b43-88f7-f76ff35c779d,6c2fe476-00ee-5600-a6c7-57aa1b39fe5b,chemistry_element,14,image,bohr_model,0,true,"{""symbol"":""si""}"
d6a7b9ab-c30d-5fdc-b9bb-9e71f9596886,2fdee221-4561-5942-afe9-857fc84ca70a,chemistry_element,14,image,spectral,0,true,"{""symbol"":""si""}"
a0420c90-1696-5312-bb30-a6b9eb3c8f81,3ce46398-f6e7-5ef8-8ca2-ba3c10321e37,chemistry_element,14,model,bohr_model_3d,0,true,"{""symbol"":""si""}"
141ca2b9-f543-59a1-951f-b6cabc7d86a7,4a2066b1-4c75-5012-bb36-75c571d4804c,chemistry_element,14,image,sample,1,true,"{""symbol"":""si"",""title"":""Кусок сверхчистого кремния, 2 х 2 см."",""attribution"":""Юрий, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/silicon.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
8e9e709d-6db6-55a5-88ad-fe86e0d0ad3f,d4d4a45c-5299-5883-920e-8b03172fe73b,chemistry_element,15,image,bohr_model,0,true,"{""symbol"":""p""}"
43a6a51b-c998-520c-be1b-08391cb0defa,eb305c08-77c9-56ea-8a8c-c57823bed310,chemistry_element,15,image,spectral,0,true,"{""symbol"":""p""}"
ecc9ee92-b4fc-5e69-be6a-0954b6e06a3b,85b607e2-eb7f-5a9e-aa11-bd3a757765c7,chemistry_element,15,model,bohr_model_3d,0,true,"{""symbol"":""p""}"
0cda3213-1c2b-5909-bc12-3545de9e076f,6c819a91-4c93-54a7-8bb6-cdcfc94498a8,chemistry_element,15,image,sample,1,true,"{""symbol"":""p"",""title"":""Фиолетовый фосфор"",""attribution"":""Юрий, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/phosphorus.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
82a5b06e-14ff-5270-b628-2813d4736e9b,ee5b1897-ffae-5590-ac00-1e12fa6c167b,chemistry_element,16,image,bohr_model,0,true,"{""symbol"":""s""}"
900c38cd-afc3-5c2e-bcdd-08d40a0fdb82,207572bf-494e-5612-a3cd-8d54c64df486,chemistry_element,16,image,spectral,0,true,"{""symbol"":""s""}"
53ce8552-9d98-588c-be06-6dbd5aff9c3c,6fd85dcb-aaa7-5fee-9334-58d9b002c45d,chemistry_element,16,model,bohr_model_3d,0,true,"{""symbol"":""s""}"
efdd295a-b019-534e-8af2-77632112d75a,05eabe77-db64-5074-916c-0c1c338baef5,chemistry_element,16,image,sample,1,true,"{""symbol"":""s"",""title"":""Самородная сера из России"",""attribution"":""Джеймс Сент-Джон, через Wikimedia Commons."",""license_url"":""https://creativecommons.org/licenses/by/2.0"",""license"":""CC BY 2.0""}"
4a8f69b0-280c-5645-8f8b-915509348943,17fe8ada-66bd-5134-a1f1-83632e6e34d4,chemistry_element,17,image,bohr_model,0,true,"{""symbol"":""cl""}"
d97328cf-a69f-52a2-9778-4912676768a4,55b5e51d-d882-578a-9c49-15c1ec23577a,chemistry_element,17,image,spectral,0,true,"{""symbol"":""cl""}"
ef0c44e6-8808-5151-b113-007c58eec186,312398d4-3790-59f9-af79-086ec2c4858f,chemistry_element,17,model,bohr_model_3d,0,true,"{""symbol"":""cl""}"
ee14a807-75e9-5a9b-92bb-30d2daa3d11a,7a9064eb-36de-5f5e-ba78-ec7c0dafe9fd,chemistry_element,17,image,sample,1,true,"{""symbol"":""cl"",""title"":""Образец хлора"",""attribution"":""Бенджа-bmm27, через Wikimedia Commons."",""license"":""Общественное достояние""}"
4c8b7133-afef-5155-a917-39b59733cbd7,88bf6494-5d5b-56c8-a3f9-15160d64cf17,chemistry_element,18,image,bohr_model,0,true,"{""symbol"":""ar""}"
c7205ea1-d52f-5d21-9f2e-fecda7664cc7,8d42a828-6ba9-5b34-8ee4-dd893631bfb9,chemistry_element,18,image,spectral,0,true,"{""symbol"":""ar""}"
50fae896-2ba1-5c12-82bb-415722ae134b,fd8eba3e-faf6-5c07-82ad-792c3d104694,chemistry_element,18,model,bohr_model_3d,0,true,"{""symbol"":""ar""}"
a856e43e-73df-51b9-a4a9-453639024a56,ed716bc8-d6da-592b-9238-25a33a1d769c,chemistry_element,18,image,sample,1,true,"{""symbol"":""ar"",""title"":""Флакон со светящимся сверхчистым аргоном. Оригинальный размер в см: 1 х 5"",""attribution"":""Юрий, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/argon.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
467ea2af-61a2-54b9-83af-3a8c4720c0c9,029d25ef-461c-5ea0-81c8-63d3676c8c7e,chemistry_element,19,image,bohr_model,0,true,"{""symbol"":""k""}"
17d84880-9119-5c09-b0fb-6bb5413c5f27,32a66848-d25e-5f34-b82b-3a11e7aab61d,chemistry_element,19,image,spectral,0,true,"{""symbol"":""k""}"
2621c543-4b2f-5815-b6af-72e642bc6fe9,bb6288e9-8dd7-55ca-bd69-d117286ceab0,chemistry_element,19,model,bohr_model_3d,0,true,"{""symbol"":""k""}"
f9017e22-442d-51da-aef9-3b1bf3daff6f,f7a9a85e-c1ea-5818-817c-cba9e11d702d,chemistry_element,19,image,sample,1,true,"{""symbol"":""k"",""title"":""Калийные кусочки"",""attribution"":""Dnn87, через Wikimedia Commons."",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
7ca7eaf6-b87e-52f8-9a53-b279cc1d12ee,00a841e4-2b4d-534f-9602-e975e0dc4e35,chemistry_element,20,image,bohr_model,0,true,"{""symbol"":""ca""}"
b0d85775-92f0-5fde-84b8-4b5f67197a61,0f5cdaec-871e-5c6b-8a88-2108ac2c2433,chemistry_element,20,image,spectral,0,true,"{""symbol"":""ca""}"
7023ca6e-4ce1-5dda-87b7-bb397008375c,a96eff82-5643-5f4d-b9c8-fb9cbcf82b6f,chemistry_element,20,model,bohr_model_3d,0,true,"{""symbol"":""ca""}"
27ffa49d-2c5c-5d0f-9eef-a4dbfde77a6b,a9aa151a-9119-5a93-b6c6-a1fd8692cbfc,chemistry_element,20,image,sample,1,true,"{""symbol"":""ca"",""title"":""Кальциевые зерна, размер зерен около 1 мм."",""attribution"":""Юрий, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/calcium.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
d412c2ee-5244-5115-9aac-4970d46d1c96,6b670201-f8dc-5fd4-96b5-d65cca7bdb02,chemistry_element,21,image,bohr_model,0,true,"{""symbol"":""sc""}"
501c8c9d-ca50-595e-a838-39fa47a22099,49f4fd91-eba9-5f5b-a0b0-8b5d475cf526,chemistry_element,21,image,spectral,0,true,"{""symbol"":""sc""}"
e3d4c3c3-aea9-5f59-a157-29cf79a5ecef,c4e41cb0-08eb-5416-aad0-7a3ef90f7277,chemistry_element,21,model,bohr_model_3d,0,true,"{""symbol"":""sc""}"
16beac9c-03be-5d31-82ee-c2ffe3643385,858be6c8-8d91-5eb4-a0b4-7ebd1907cd4a,chemistry_element,21,image,sample,1,true,"{""symbol"":""sc"",""title"":""Кристалл скандия. Около 1 г"",""attribution"":""JanDerChemiker, через Wikimedia Commons."",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""license"":""CC BY-SA 3.0""}"
ee1d8f61-66bc-5dce-be14-76db7e371090,5f46879a-52af-5d93-8f8d-0ae4f3b38e93,chemistry_element,22,image,bohr_model,0,true,"{""symbol"":""ti""}"
d947ff54-9526-5040-bbe9-2535ecca6246,1938958e-7cdd-5944-a484-674d34ca2824,chemistry_element,22,image,spectral,0,true,"{""symbol"":""ti""}"
62c87f5e-aafc-56a9-bde1-692293b125fc,a2b39211-ad1a-5eb4-b826-26257ce53873,chemistry_element,22,model,bohr_model_3d,0,true,"{""symbol"":""ti""}"
c0a930f6-9a08-52e0-b7d9-3ed5ed652c49,48f27492-e495-5c99-b500-a17679203b0c,chemistry_element,22,image,sample,1,true,"{""symbol"":""ti"",""title"":""Титановый кристалл, изготовленный по процессу Ван Аркель-де Бура. 87 грамм, Оригинальный размер в см: 2,5 х 4."",""attribution"":""Изображения химических элементов в высоком разрешении, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/titanium.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
e5692abd-59c2-547a-b43d-e037b188a89a,b3590cf6-a588-5c7f-b5cf-b7f5f4d069d7,chemistry_element,23,image,bohr_model,0,true,"{""symbol"":""v""}"
4558bb57-1efe-5bde-b2e6-6ac48ff872b8,4ef5520d-a336-559e-901e-8aa5a51b4299,chemistry_element,23,image,spectral,0,true,"{""symbol"":""v""}"
831b2baa-2eef-537c-ba10-e6c7d6b2998b,1654d1f9-ab29-5328-98cf-58ea90df2aba,chemistry_element,23,model,bohr_model_3d,0,true,"{""symbol"":""v""}"
2db74954-0067-5d1e-a33e-30f4310c8e70,8452ea2d-af76-551b-8f87-f818514f38f9,chemistry_element,23,image,sample,1,true,"{""symbol"":""v"",""title"":""Кусочки чистого ванадия с оксидным слоем"",""attribution"":""Юрий, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/vanadium.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
2bebf95b-33fb-5835-add9-6fbdf9918598,2386082b-2108-5a6a-99fa-bbc947a15dd7,chemistry_element,24,image,bohr_model,0,true,"{""symbol"":""cr""}"
46e91f00-cde3-5df8-9fb2-fcb9e38f9c3a,0e1f539e-d49d-53a2-9396-5a7634129753,chemistry_element,24,image,spectral,0,true,"{""symbol"":""cr""}"
f4b18fb5-a7f4-5a47-a8fb-5546a4bdc72f,fe28a72b-5004-554d-a139-42621f60c631,chemistry_element,24,model,bohr_model_3d,0,true,"{""symbol"":""cr""}"
6c112c5b-035d-5442-9c8b-61d09cc3e033,21fbe2dd-479d-501a-913c-69b5d47006bd,chemistry_element,24,image,sample,1,true,"{""symbol"":""cr"",""title"":""Кусок металлического хрома"",""attribution"":""Юрий, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/chromium.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
1f71a035-5a45-5af1-800a-94ffbde2e4ea,903c419b-1404-5466-877a-8d565ad9ea62,chemistry_element,25,image,bohr_model,0,true,"{""symbol"":""mn""}"
9683d79c-d328-5b71-a347-0c3e7788a12d,5abff6d3-e169-5326-b187-d381f9896631,chemistry_element,25,image,spectral,0,true,"{""symbol"":""mn""}"
e3552894-8f32-5f47-bf9c-bd39e7c213bd,28bc0288-7cda-5e06-b1ec-97b6606fdd72,chemistry_element,25,model,bohr_model_3d,0,true,"{""symbol"":""mn""}"
5e7d2cb0-7891-5e3b-b806-e3f3d0ed6e43,fde86ad6-9aba-5d65-b98c-15aa1c0cc5db,chemistry_element,25,image,sample,1,true,"{""symbol"":""mn"",""title"":""Две части металлического марганца"",""attribution"":""В. Олен, через Wikimedia Commons."",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""license"":""CC BY-SA 3.0""}"
7a519c21-b168-5f09-b316-7be5bd3a523e,04a4cab0-ca6c-50e3-af70-b68dbe3d3eec,chemistry_element,26,image,bohr_model,0,true,"{""symbol"":""fe""}"
e42abfc4-94a8-549f-882a-9b469e71cc43,9d51b78f-763d-5133-875e-dc7c8a7ffbb5,chemistry_element,26,image,spectral,0,true,"{""symbol"":""fe""}"
8d9149af-91b2-58a2-8b57-829563ca68f0,1cbb3998-9bfe-59db-9a8b-3f04aec28846,chemistry_element,26,model,bohr_model_3d,0,true,"{""symbol"":""fe""}"
dac54b6f-5c7a-524d-ad0f-fa1426bae4b2,7fcc46c9-2145-51f4-8e6d-12b491459598,chemistry_element,26,image,sample,1,true,"{""symbol"":""fe"",""title"":""Фрагменты железного метеорита, около 92% железа. Исходный размер отдельных деталей в см: 0,4–0,8."",""attribution"":""Химические элементы. Виртуальный музей"",""source_url"":""https://images-of-elements.com/iron.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
afc2f8a0-a1d4-5c77-abc1-80b4af9a6b4a,23259c07-1c38-506a-8a7b-5fdf41695fee,chemistry_element,27,image,bohr_model,0,true,"{""symbol"":""co""}"
2c5c7781-c9e7-57a6-a1dc-a7262cae8a47,03bb640e-beb0-5a6b-b30f-17da939476a9,chemistry_element,27,image,spectral,0,true,"{""symbol"":""co""}"
9b50a625-5578-50f3-98a8-ae5232de4969,77363a48-a50c-532b-820b-72e2608cd4be,chemistry_element,27,model,bohr_model_3d,0,true,"{""symbol"":""co""}"
a17b19a2-fc0f-503c-ad4d-224b0047b55e,fc1a57d4-3dc7-5cbf-b753-83b47a14d805,chemistry_element,27,image,sample,1,true,"{""symbol"":""co"",""title"":""Фракции кобальта, 7 и 4 грамма. Оригинальный размер в см: 2 х 2"",""attribution"":""Изображения химических элементов в высоком разрешении, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/cobalt.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
54e61a05-8fb7-5b1f-aed5-f1b27df68717,c054d2b9-38e5-530f-888b-c0312c1766b2,chemistry_element,27,image,sample,2,false,"{""symbol"":""co"",""title"":""Фракции кобальта, 7 и 4 грамма. Оригинальный размер в см: 2 х 2"",""attribution"":""Изображения химических элементов в высоком разрешении, через Wikimedia Commons."",""source_url"":""https://images-of-elements.com/cobalt.php"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""license"":""CC BY 3.0""}"
