object_id,storage_key,bucket_name,media_family,content_type,byte_size,file_hash,source_kind,metadata
8d42a828-6ba9-5b34-8ee4-dd893631bfb9,chemistry/elements/ar/018-ar-argon-spectral.webp,media,chemistry-media,image/webp,13142,f9381c798e4452bf09d5477a78a56d7afbb8404eb39c24b34bdb4f0f63781bd6,seed,"{""seed_origin"":""s3-seed""}"
ed716bc8-d6da-592b-9238-25a33a1d769c,chemistry/elements/ar/samples/sample-1.webp,media,chemistry-media,image/webp,23552,b7f57179f1cc8867c2eed4d89faf1e9314feafc62fb0ebed10216d6a99404858,seed,"{""seed_origin"":""s3-seed""}"
a4b49cf6-81a4-55a3-9454-f906dd367eed,chemistry/elements/as/033-as-arsenic-bohr.webp,media,chemistry-media,image/webp,1850,d2351eb630405e0f7bf8a05cd53f1728821681257ba51ee769c910b18ff6befa,seed,"{""seed_origin"":""s3-seed""}"
d37555c4-ac9f-5432-9b70-7993980a2e6a,chemistry/elements/as/033-as-arsenic-model.glb,media,chemistry-media,model/gltf-binary,1855828,dd97098b8dd88dfdfa7d3688d1e3e7a9ef12903a90449b442ed79adfceaa21fc,seed,"{""seed_origin"":""s3-seed""}"
10ad39c4-49a3-5512-a9b1-0c22804298de,chemistry/elements/as/033-as-arsenic-spectral.webp,media,chemistry-media,image/webp,9504,24ce14f9972f87c75095c491e90ce949dd9ffece57f30f8213cf13cb106b5c91,seed,"{""seed_origin"":""s3-seed""}"
317ffc8c-037d-50c7-8b21-fadf0e42b1dd,chemistry/elements/as/samples/sample-1.webp,media,chemistry-media,image/webp,42922,485671d988315a83b080d9117f3169537850dd69cbc1aea15f8f1664b74584d7,seed,"{""seed_origin"":""s3-seed""}"
4015f7d9-10b6-5214-a015-3144f917b510,chemistry/elements/at/085-at-astatine-bohr.webp,media,chemistry-media,image/webp,2154,8ec3f319566f575de8785cc1619a3e68e0d1c0b5158b4e54fcb63025eb7c6ccd,seed,"{""seed_origin"":""s3-seed""}"
d63e8927-6c24-5521-b843-9a1182d19496,chemistry/elements/at/085-at-astatine-model.glb,media,chemistry-media,model/gltf-binary,3218884,d27b6f1930a136ec384d7759029cfcdeb6c771f3c8d1fd0e59db11c6173c19b7,seed,"{""seed_origin"":""s3-seed""}"
a2dbd102-e942-5d21-b92c-2f89f308d7fe,chemistry/elements/at/085-at-astatine-spectral.webp,media,chemistry-media,image/webp,1492,cc1aff0d262ac33fec4ce86cc9edb3d90686485bbc52c2104368e65009947699,seed,"{""seed_origin"":""s3-seed""}"
220f2211-b777-59e0-bac8-aef6bc3f2c0a,chemistry/elements/at/samples/sample-1.webp,media,chemistry-media,image/webp,35254,7f73cc971f37d8af9ab793e425f0b0e734ef88f0231d15a77c0ffcf6b8570963,seed,"{""seed_origin"":""s3-seed""}"
a0ded9aa-cfb2-59e5-aa37-1c80fbb7bfb0,chemistry/elements/au/079-au-gold-bohr.webp,media,chemistry-media,image/webp,2106,11c143378611c4c6bb6b3a77ca47850373aaaaf776f3cc6bc1a24fab86481d20,seed,"{""seed_origin"":""s3-seed""}"
713acc76-3c0d-5024-af01-64190eed148c,chemistry/elements/au/079-au-gold-model.glb,media,chemistry-media,model/gltf-binary,3114976,55b739b541ad791a49fd53917d03923497432e98e727ab0b9f233ccc39e21340,seed,"{""seed_origin"":""s3-seed""}"
a87e6fef-4ca7-565a-9102-6c46b1ead94c,chemistry/elements/au/079-au-gold-spectral.webp,media,chemistry-media,image/webp,5260,fc6c59335e35ecf157fb5cac46a4950475791daac3ef2bc70ea3e5b762535c87,seed,"{""seed_origin"":""s3-seed""}"
f86009e6-7c9e-500f-9aeb-35c418440d98,chemistry/elements/au/samples/sample-1.webp,media,chemistry-media,image/webp,57984,3d58416ce52b7fbfa8ed73e37c1afe90a865879861ff3e131e301ea0f6e72e3c,seed,"{""seed_origin"":""s3-seed""}"
79026a95-fcc8-5b10-a8fc-5487ceff0b79,chemistry/elements/b/005-b-boron-bohr.webp,media,chemistry-media,image/webp,1326,0b8ae13a1554b416c152ab8ef0a92ae21982928b1e35c05d5cf124046897d5a4,seed,"{""seed_origin"":""s3-seed""}"
629cf0bb-318c-5e9f-b683-0cc32a0a002a,chemistry/elements/b/005-b-boron-model.glb,media,chemistry-media,model/gltf-binary,882448,79ff9f61dbc41e0697d58cfe39d8fa317bcd291dd508d41f84525d1c69f9fdc9,seed,"{""seed_origin"":""s3-seed""}"
deb98182-621b-59b4-bed3-528ef3eb120d,chemistry/elements/b/005-b-boron-spectral.webp,media,chemistry-media,image/webp,5100,0c8e106b255a0985b2654e12054f9e74adf097dea9cbdeef66a0da9906adf489,seed,"{""seed_origin"":""s3-seed""}"
28531840-e1ba-5976-8a58-a3f287b677b8,chemistry/elements/b/samples/sample-1.webp,media,chemistry-media,image/webp,163208,9142ae5bb33f7d8f06ed91438262183d1536af54f163d2834c5bd936fbb6c197,seed,"{""seed_origin"":""s3-seed""}"
b9dcfd24-c43e-519c-9df3-c79cd06c9dda,chemistry/elements/ba/056-ba-barium-bohr.webp,media,chemistry-media,image/webp,1988,2591f6c2db49a042452b2b8bbbf1e5d9688875d65a7022a5a8970014d2d1c2d2,seed,"{""seed_origin"":""s3-seed""}"
2e52088f-e1b5-5565-9fbc-712bb8cb2e06,chemistry/elements/ba/056-ba-barium-model.glb,media,chemistry-media,model/gltf-binary,2674124,7b6987e61236731e486f02e3a849cc5b47984bfccb1e63e4eac4b03cbdae3826,seed,"{""seed_origin"":""s3-seed""}"
df50aaac-455f-5db2-af3b-523bc76094c3,chemistry/elements/ba/056-ba-barium-spectral.webp,media,chemistry-media,image/webp,7100,22e82f771f620ee719aaacdab54010149f16295e85e2c2dcd6e635dc8d78ca24,seed,"{""seed_origin"":""s3-seed""}"
8540bd13-f665-5db6-a865-009e39b863b1,chemistry/elements/ba/samples/sample-1.webp,media,chemistry-media,image/webp,25838,1fbc2de70e276d694ee619e34ad4031f3b682b55e9572df9a131076343a0761d,seed,"{""seed_origin"":""s3-seed""}"
721450be-f146-53ec-8fad-85871d208070,chemistry/elements/be/004-be-beryllium-bohr.webp,media,chemistry-media,image/webp,1260,e60540c9fc258bb8fe625595622983d73ab3f29a3a64f7f450678cb51c9c3cc1,seed,"{""seed_origin"":""s3-seed""}"
bed9fa9b-3398-5838-b274-25b95ecaec3b,chemistry/elements/be/004-be-beryllium-model.glb,media,chemistry-media,model/gltf-binary,783704,3909eee0f24f547cd87e1ff949266049a448a130a3d9f50fa93c45f7a258930e,seed,"{""seed_origin"":""s3-seed""}"
8a427b2b-f6f3-5774-9e5c-2d7fcdc0521d,chemistry/elements/be/004-be-beryllium-spectral.webp,media,chemistry-media,image/webp,4788,8d0f9a77efd639a61f17dce28fa0f80789e3b5ca9cacd8d9a9601ab193ee21b7,seed,"{""seed_origin"":""s3-seed""}"
033a2146-cebc-5480-aa3a-408f5181867f,chemistry/elements/be/samples/sample-1.webp,media,chemistry-media,image/webp,42706,13cbb4f6d394094c99cb4ca31bddfa6034d228ca7d05ed8580ae8458926c7eea,seed,"{""seed_origin"":""s3-seed""}"
0e8fb40d-f59e-578e-8527-0c4d819769c4,chemistry/elements/bh/107-bh-bohrium-bohr.webp,media,chemistry-media,image/webp,2194,8e85112d23b726263c3f81944c2341e1d08587dfa9ae1b6f35c8a843451a745b,seed,"{""seed_origin"":""s3-seed""}"
7d5c95ee-bbec-5a50-a548-498a2bd8e5a2,chemistry/elements/bh/107-bh-bohrium-model.glb,media,chemistry-media,model/gltf-binary,3809316,42baa65ef12d52f458c94757b855fcb8dbadc6e5608c0f05299ef9a0065029fd,seed,"{""seed_origin"":""s3-seed""}"
f3c65fe4-06b7-5141-ba97-09731aa9701c,chemistry/elements/bi/083-bi-bismuth-bohr.webp,media,chemistry-media,image/webp,2152,1888454b3694a34fb40ae0d5b59aaaf6ac5462c4461bde4602d9b533256f8feb,seed,"{""seed_origin"":""s3-seed""}"
a0542218-fc18-5ddd-8483-6b5dbb2a2eec,chemistry/elements/bi/083-bi-bismuth-model.glb,media,chemistry-media,model/gltf-binary,3192088,112dacf019c91ab63cfca81ac057ba9bc02494c735931530ecc68478c5d9e963,seed,"{""seed_origin"":""s3-seed""}"
230577de-7f8e-5218-b7b3-8593a4fb92e9,chemistry/elements/bi/083-bi-bismuth-spectral.webp,media,chemistry-media,image/webp,3674,d3ff02830e641836a24ee72abafb452cc7093655580fa0fda2a8f281cdefabba,seed,"{""seed_origin"":""s3-seed""}"
22326e1f-ecbc-52a9-bf43-b1343d792cd3,chemistry/elements/bi/samples/sample-1.webp,media,chemistry-media,image/webp,56600,18945b3bfa052ca7f7be4de6a0d3ad6eb3778adf7683196cef842bca66b5534e,seed,"{""seed_origin"":""s3-seed""}"
f30d3217-d109-5075-885f-ff802095c5b5,chemistry/elements/bk/097-bk-berkelium-bohr.webp,media,chemistry-media,image/webp,2140,c1cd44a703f4a5a035bf63a05880cca6b543ffefbd9eca659f6dea3675251114,seed,"{""seed_origin"":""s3-seed""}"
55925ab8-25f2-52e1-a80d-9a3a20d83ce6,chemistry/elements/bk/097-bk-berkelium-model.glb,media,chemistry-media,model/gltf-binary,3613252,f14b47ce2fea86225ada543923e9fe7045bdaa7475d5d596db58ccfe78c2ddf1,seed,"{""seed_origin"":""s3-seed""}"
60de7923-f470-53e1-96da-f3956a033108,chemistry/elements/bk/097-bk-berkelium-spectral.webp,media,chemistry-media,image/webp,6732,07249c808f7ed486d3a01393297e7f9653a7465799eb412787d9cd5411d4e497,seed,"{""seed_origin"":""s3-seed""}"
79631af5-6deb-54f4-9221-b32190761804,chemistry/elements/bk/samples/sample-1.webp,media,chemistry-media,image/webp,10010,d8183103495512c03733ffe1c908d6f9c696ffb50fcacf7281acd4c75b411dbc,seed,"{""seed_origin"":""s3-seed""}"
08622902-210c-545f-b4ea-635bf90919eb,chemistry/elements/br/035-br-bromine-bohr.webp,media,chemistry-media,image/webp,1940,cfd8b733685b8464d360423f8b396f536f6f2576223d296431e5c8e30c994960,seed,"{""seed_origin"":""s3-seed""}"
7279121c-74a2-5a2f-b0e5-6bf0817c9761,chemistry/elements/br/035-br-bromine-model.glb,media,chemistry-media,model/gltf-binary,1912716,2187657279d3a6455de1e9506e290a0c44f8fd2f80b70d9c1a0632f6193031cf,seed,"{""seed_origin"":""s3-seed""}"
56082500-c285-5fed-a386-991f92358fef,chemistry/elements/br/035-br-bromine-spectral.webp,media,chemistry-media,image/webp,12968,5ae254fb04237fa9ba032a3ae8be10b1679ef294187f928fa9193663ef151cf0,seed,"{""seed_origin"":""s3-seed""}"
83dec6de-22a8-53ab-a842-219c9cb26d76,chemistry/elements/br/samples/sample-1.webp,media,chemistry-media,image/webp,34286,456befba79063eb57e4c91c9e3e1fc96f73786f3fcfa9c40ca26dbe16bab0fd8,seed,"{""seed_origin"":""s3-seed""}"
1ee0c327-48c4-5511-9ce2-2b3a7ee19f9b,chemistry/elements/c/006-c-carbon-bohr.webp,media,chemistry-media,image/webp,1294,f02ca9846bcfab628c1c48e66361fb8f40115aa4d96310fd5241ed2abd227586,seed,"{""seed_origin"":""s3-seed""}"
23818678-484a-5fd4-97de-bb6193f314d4,chemistry/elements/c/006-c-carbon-model.glb,media,chemistry-media,model/gltf-binary,880656,4e311364f8d2c8eced337996d9316f67fb0ba1aa4c255244af93fb2c6523f727,seed,"{""seed_origin"":""s3-seed""}"
307ce626-907f-5c85-a583-385d7f815ab6,chemistry/elements/c/006-c-carbon-spectral.webp,media,chemistry-media,image/webp,8374,f9ec7147965b377e52abd7be7692c59031154dfaf3f89b72b80a73ab89099cab,seed,"{""seed_origin"":""s3-seed""}"
501ab2a2-defb-5d88-8c47-12c2c6df5922,chemistry/elements/c/samples/sample-1.webp,media,chemistry-media,image/webp,24088,68252412166ee3fc3826586cb4d916be2e37ff6208f8889a7be1f3a00085b430,seed,"{""seed_origin"":""s3-seed""}"
00a841e4-2b4d-534f-9602-e975e0dc4e35,chemistry/elements/ca/020-ca-calcium-bohr.webp,media,chemistry-media,image/webp,1630,fbcd07a737ca7bbf357fc2a5d005589e04161280af8836cce07582c20429fa0f,seed,"{""seed_origin"":""s3-seed""}"
a96eff82-5643-5f4d-b9c8-fb9cbcf82b6f,chemistry/elements/ca/020-ca-calcium-model.glb,media,chemistry-media,model/gltf-binary,2658416,9f39d49c17aaf07fd910c717bb88140f1482143ea384ccc8ebd614bd7ce16d87,seed,"{""seed_origin"":""s3-seed""}"
0f5cdaec-871e-5c6b-8a88-2108ac2c2433,chemistry/elements/ca/020-ca-calcium-spectral.webp,media,chemistry-media,image/webp,9118,33b497a7e09c15ad36451bda23a684422234ad5d380ccad7db3381f22b894699,seed,"{""seed_origin"":""s3-seed""}"
a9aa151a-9119-5a93-b6c6-a1fd8692cbfc,chemistry/elements/ca/samples/sample-1.webp,media,chemistry-media,image/webp,46212,7bfbcadbeb3659f9c76765bbde2178dacd5a1ce96ce5deb16d9116418c859b71,seed,"{""seed_origin"":""s3-seed""}"
6bf5cdb1-bcbd-5e5d-a802-6f43d934f5c6,chemistry/elements/cd/048-cd-cadmium-bohr.webp,media,chemistry-media,image/webp,1978,06e02da50ad9509080a5000b2552a47f213a89a47d66d50682011001109701b0,seed,"{""seed_origin"":""s3-seed""}"
de762aee-fdc4-588b-a631-23e856a87e57,chemistry/elements/cd/048-cd-cadmium-model.glb,media,chemistry-media,model/gltf-binary,2365500,e8f77c14798098f480a1eaf4ca240b0dd0455ad978cc8cd132994b74309125ff,seed,"{""seed_origin"":""s3-seed""}"
f1bb7478-bb28-52ca-8192-457b7f360a9b,chemistry/elements/cd/048-cd-cadmium-spectral.webp,media,chemistry-media,image/webp,3288,f854b24acc5b3434af3ce4dc3acb1dcc99ec72905c45b15bbd3b45c7012cedef,seed,"{""seed_origin"":""s3-seed""}"
6e52c664-1640-5d4b-829b-ec8959798946,chemistry/elements/cd/samples/sample-1.webp,media,chemistry-media,image/webp,35052,4644e30cb7393146202d6d95cfa705d589f14b9f8153a689aa2cd1ef040c4042,seed,"{""seed_origin"":""s3-seed""}"
bc309d76-0543-5b41-965e-0119814b4e1c,chemistry/elements/ce/058-ce-cerium-bohr.webp,media,chemistry-media,image/webp,1978,36a42ae770556c7542216599c717caed87a5e4d7e8f865ab2b63f2778d373c2a,seed,"{""seed_origin"":""s3-seed""}"
ce750050-b476-5e9e-8cb4-8bd6460b4a82,chemistry/elements/ce/058-ce-cerium-model.glb,media,chemistry-media,model/gltf-binary,2700924,66e37cc04428bfc0ac0ce77b11480fc69708e5f1ea15c536163b1ac0f11feb6f,seed,"{""seed_origin"":""s3-seed""}"
8fd1a108-1de6-582f-bb32-ff5e90fc7fa2,chemistry/elements/ce/058-ce-cerium-spectral.webp,media,chemistry-media,image/webp,23880,60e16f7e6426785e038b2c1738140e2638c8f11ef21b52aa566e215cd4696157,seed,"{""seed_origin"":""s3-seed""}"
c1a55363-87cc-540e-aaf3-879d4f74abcc,chemistry/elements/ce/samples/sample-1.webp,media,chemistry-media,image/webp,22932,1c3a925aabe8aa4f78985316e439d72c0ad862d6f799935f853411633d29e7ee,seed,"{""seed_origin"":""s3-seed""}"
e3c5be41-c49f-5123-aa41-f55efa1c4687,chemistry/elements/cf/098-cf-californium-bohr.webp,media,chemistry-media,image/webp,2144,ca92f63d34d4c737efb6cffa56c4074f702c793d441b785465a285362f6ac3e8,seed,"{""seed_origin"":""s3-seed""}"
ba7c5ee3-5b5a-536b-a6fb-54a97088c86f,chemistry/elements/cf/098-cf-californium-model.glb,media,chemistry-media,model/gltf-binary,3626628,d5fa0367449a8c1777a3da971f3d2dddb7ec2bc047697a1e39029fd658be6638,seed,"{""seed_origin"":""s3-seed""}"
11a5afa1-f589-5cd5-9d67-b6ab181056e1,chemistry/elements/cf/098-cf-californium-spectral.webp,media,chemistry-media,image/webp,4206,240de0ab652ad5a44879fd41ee5e99ae9e1a117b4aac4dfc1da013a03dcd4a47,seed,"{""seed_origin"":""s3-seed""}"
4916033f-da9a-576f-80a8-00423b88c40f,chemistry/elements/cf/samples/sample-1.webp,media,chemistry-media,image/webp,11744,5222bf1f7dc1b83a9256a70c930e171244e4f7bb9c29dfe447b96fd29e24c163,seed,"{""seed_origin"":""s3-seed""}"
17fe8ada-66bd-5134-a1f1-83632e6e34d4,chemistry/elements/cl/017-cl-chlorine-bohr.webp,media,chemistry-media,image/webp,1684,a980fddedb68fe518af8dcee53110ad41f7380468a61b4416196bfe69cafbcfd,seed,"{""seed_origin"":""s3-seed""}"
312398d4-3790-59f9-af79-086ec2c4858f,chemistry/elements/cl/017-cl-chlorine-model.glb,media,chemistry-media,model/gltf-binary,2230312,3d5c2089c241eac209a0e467390a069c0b5dcfc4e5241fa082691409b4b27838,seed,"{""seed_origin"":""s3-seed""}"
55b5e51d-d882-578a-9c49-15c1ec23577a,chemistry/elements/cl/017-cl-chlorine-spectral.webp,media,chemistry-media,image/webp,11086,04d9cead14db5b65f8d0dadcfcc0cbffa230fc8aff1f5301de4d7aa07b6b73c6,seed,"{""seed_origin"":""s3-seed""}"
7a9064eb-36de-5f5e-ba78-ec7c0dafe9fd,chemistry/elements/cl/samples/sample-1.webp,media,chemistry-media,image/webp,26642,2656b3b496826da6e5c44e095091820f0e20269ed52b487e455d6081fc556aef,seed,"{""seed_origin"":""s3-seed""}"
d0dfaed5-1c78-5928-b731-1b82ee26404f,chemistry/elements/cm/096-cm-curium-bohr.webp,media,chemistry-media,image/webp,2104,ca2b8042554eeeaebc5f593cc88819767e4c95546c08304c59378093e5ecb08d,seed,"{""seed_origin"":""s3-seed""}"
90ad3e33-3f20-5058-a250-35f043d6deec,chemistry/elements/cm/096-cm-curium-model.glb,media,chemistry-media,model/gltf-binary,3599832,57f04a6c855f3dd1a62e18bd8d783eeb5302c96708977567a998e6dd36237597,seed,"{""seed_origin"":""s3-seed""}"
1b069bf3-f8d1-577c-9ddd-60e7d4f24ea6,chemistry/elements/cm/096-cm-curium-spectral.webp,media,chemistry-media,image/webp,6366,ee7a5258c8830d6d7e3d8263b35efab6bb531473d5b915888e65f41bdff16e7a,seed,"{""seed_origin"":""s3-seed""}"
19355788-5099-58bc-8a77-cf17f9c2fcaf,chemistry/elements/cm/samples/sample-1.webp,media,chemistry-media,image/webp,1766,a0a875eae74d537c0ef6f4b04d96203fbd3b2fc0fc8bd3908e9df222647e8bee,seed,"{""seed_origin"":""s3-seed""}"
172a44f9-17a9-5714-8e2d-17132817aafc,chemistry/elements/cn/112-cn-copernicium-bohr.webp,media,chemistry-media,image/webp,2180,a78f78c43cd8c827d8b5e48af7a600dc60233439a64de59cbc20bdf91b529d25,seed,"{""seed_origin"":""s3-seed""}"
84d29e0e-2ba6-5ab8-a234-9bac9d818e60,chemistry/elements/cn/112-cn-copernicium-model.glb,media,chemistry-media,model/gltf-binary,3899856,ff9a5b5c3fef74067e38bf322539b140c3aab60c2ee34d0925f04539f6e730ae,seed,"{""seed_origin"":""s3-seed""}"
23259c07-1c38-506a-8a7b-5fdf41695fee,chemistry/elements/co/027-co-cobalt-bohr.webp,media,chemistry-media,image/webp,1754,d9f38683ac9da8d7841e83f860e2c20938a96db34d0e4426453ad6b81150be1b,seed,"{""seed_origin"":""s3-seed""}"
77363a48-a50c-532b-820b-72e2608cd4be,chemistry/elements/co/027-co-cobalt-model.glb,media,chemistry-media,model/gltf-binary,1683276,741142d0eaa8aab4878475a823c29711d654bd2760e2ef85065f5d309d135ee4,seed,"{""seed_origin"":""s3-seed""}"
03bb640e-beb0-5a6b-b30f-17da939476a9,chemistry/elements/co/027-co-cobalt-spectral.webp,media,chemistry-media,image/webp,16290,e25f219c1d1bd336b835704b3b58026d877f6bf6adc803c8368b475928fb92f4,seed,"{""seed_origin"":""s3-seed""}"
fc1a57d4-3dc7-5cbf-b753-83b47a14d805,chemistry/elements/co/samples/cobalt-1.webp,media,chemistry-media,image/webp,78636,8bc30947df5d08db05767e76a0afbd02ec035512973ed813d9e137a48aef8f9a,seed,"{""seed_origin"":""s3-seed""}"
c054d2b9-38e5-530f-888b-c0312c1766b2,chemistry/elements/co/samples/cobalt-2.webp,media,chemistry-media,image/webp,102088,c9d31185c843542bdc21295dcc0f01ba1b5b5e3b1ffbcbc88f80af90839069a6,seed,"{""seed_origin"":""s3-seed""}"
ddab3ebd-8d47-57d9-8cde-51512f372358,chemistry/elements/co/samples/cobalt-3.webp,media,chemistry-media,image/webp,115774,43d94e1f6555ed5c6d30e54c105b5ce34f5a6cd7c50cf0d9c529b4b0e631e507,seed,"{""seed_origin"":""s3-seed""}"
8bd2f1f2-8bb8-5962-bb1e-fc4921216efe,chemistry/elements/co/samples/cobalt-4.webp,media,chemistry-media,image/webp,129636,5750645b477546c8db5f3501abf67b1a38bfd27460b2d3e84eb821f68968e3dc,seed,"{""seed_origin"":""s3-seed""}"
8a6f28c0-2301-53b5-a69e-225b08ee5619,chemistry/elements/co/samples/cobalt-glass.webp,media,chemistry-media,image/webp,18278,c22e554868cfac44631362a80c20ca47598e353a31e9d690a940aaeaddb1a8b5,seed,"{""seed_origin"":""s3-seed""}"
2386082b-2108-5a6a-99fa-bbc947a15dd7,chemistry/elements/cr/024-cr-chromium-bohr.webp,media,chemistry-media,image/webp,1710,248169bda54fb1248ac22675a6910102bcd1a0c01ff6383f9f46da38aa0e49bd,seed,"{""seed_origin"":""s3-seed""}"
fe28a72b-5004-554d-a139-42621f60c631,chemistry/elements/cr/024-cr-chromium-model.glb,media,chemistry-media,model/gltf-binary,1589464,2212e52a898cbae6c6da203ed90aff330c74f2a3e1f758205d50d83145506384,seed,"{""seed_origin"":""s3-seed""}"
0e1f539e-d49d-53a2-9396-5a7634129753,chemistry/elements/cr/024-cr-chromium-spectral.webp,media,chemistry-media,image/webp,15562,5309b2acd6dc116478e2ab9c84de8bcfe51617ba0026562dad0d740abee05f15,seed,"{""seed_origin"":""s3-seed""}"
21fbe2dd-479d-501a-913c-69b5d47006bd,chemistry/elements/cr/samples/sample-1.webp,media,chemistry-media,image/webp,142202,ab92b63aa77c5fd7d2545d19eca0a9d85d00c7dbfaef488f7fc6e48185304d5c,seed,"{""seed_origin"":""s3-seed""}"
8447efa9-7593-50a0-a3c5-a274dd00552d,chemistry/elements/cs/055-cs-cesium-bohr.webp,media,chemistry-media,image/webp,1962,4f075cf24732f870d847c9bfe60fe7331238b11d9604b93bb0d4b172b9d682d6,seed,"{""seed_origin"":""s3-seed""}"
8678e592-9805-5d3c-86b9-e8e92680a7ae,chemistry/elements/cs/055-cs-cesium-model.glb,media,chemistry-media,model/gltf-binary,2660716,2bb3baf56ad2368188df78bcf7236e58135e0aa55f7a8b08202188b5bdb7a946,seed,"{""seed_origin"":""s3-seed""}"
